"name","sku","price","quantity","tags","image","description"
"Salvatore Ferragamo Pre-Owned mini shoulder bag","PROD-00004","2626.0","25","pre-owned,salvatore ferragamo pre-owned,women","https://cdn-images.farfetch-contents.com/10/85/17/75/10851775_4119131_1000.jpg","Black leather mini shoulder bag from Ferragamo Vintage featuring a foldover top with flip-lock closure, a gold-tone chain shoulder strap and an embossed internal logo stamp. Please note that vintage items are not new and therefore might have minor imperfections."
"Thom Browne Engineered 4-Bar Jersey Sweatshort","APP-00060","1000.0","25","clothing,men,thom browne","https://cdn-images.farfetch-contents.com/12/47/76/39/12477639_22897542_1000.jpg","Blue cotton Engineered 4-Bar Jersey Sweatshort from Thom Browne."
"Ih Nom Uh Nit portrait print drawstring hoodie","APP-00061","628.0","25","clothing,ih nom uh nit,men","https://cdn-images.farfetch-contents.com/14/98/97/03/14989703_24956760_1000.jpg","Black cotton portrait print drawstring hoodie from ih nom uh nit featuring a graphic print, a drawstring hood, a kangaroo pocket, long sleeves and fitted cuffs."
"Off-White Classic Industrial buckle belt","ACC-00019","301.0","25","accessories,off-white,women","https://cdn-images.farfetch-contents.com/15/28/27/45/15282745_27848373_1000.jpg","Fasten your seatbelt but make it fashion. This Industrial belt will make you travel far away without moving, as you'll be in the office daydreaming about your next destination. Well, don't forget to take Off-White with you - for safety and all."
"Tory Burch Miller hinge-stud bangle","ACC-00020","255.0","25","accessories,jewelry,tory burch,women","https://cdn-images.farfetch-contents.com/16/03/50/96/16035096_30144804_1000.jpg","This gold-tone piece really puts ""time"" in timeless. With all-over double T emblem, this Tory Burch bracelet was made for you to wear every day."
"Moschino graphic-print denim shirt","APP-00062","1006.0","25","clothing,men,moschino","https://cdn-images.farfetch-contents.com/16/75/32/07/16753207_33052310_1000.jpg","Looking for a sign for your next wardrobe update? This is it and it's from Moschino, with a two-tone design and bold graphic print on this denim shirt. Button up."
"Babe And Tess jersey footed leggings","APP-00063","78.0","25","babe and tess,baby boy clothing,clothing,kids","https://cdn-images.farfetch-contents.com/17/23/16/82/17231682_35335773_1000.jpg","Babe And Tess jersey footed leggings."
"Philipp Plein logo zipped backpack","ACC-00021","2845.0","25","accessories,bags,men,philipp plein","https://cdn-images.farfetch-contents.com/15/89/53/27/15895327_29907982_1000.jpg","Philipp Plein logo zipped backpack."
"Camper Edy leather sandals","SHOE-00026","186.0","25","camper,shoes,women","https://cdn-images.farfetch-contents.com/17/58/85/13/17588513_36658918_1000.jpg","Camper Edy leather sandals."
"PS Paul Smith Zebra embroidered T-shirt","APP-00064","95.0","25","clothing,men,ps paul smith","https://cdn-images.farfetch-contents.com/14/68/72/94/14687294_23129651_1000.jpg","Grey organic cotton Zebra embroidered T-shirt from PS Paul Smith featuring a jersey knit, short sleeves, embroidered details, a straight hem, a ribbed crew neck and a multicoloured embroidered zebra to the chest. POSITIVELY CONSCIOUS: At least 50% of the main material of this product meets our conscious criteria: for example, it's either organic, recycled, upcycled, or independently recognised as being better for the environment (such as linen, ramie, Tencel, etc.)."
"Junya Watanabe long sequin-embellished biker coat","APP-00065","2505.0","25","clothing,junya watanabe,women","https://cdn-images.farfetch-contents.com/16/48/52/40/16485240_32031745_1000.jpg","Junya Watanabe long sequin-embellished biker coat."
"Familiar checked trouser","APP-00066","142.0","25","boys clothing,clothing,familiar,kids","https://cdn-images.farfetch-contents.com/15/51/06/13/15510613_27888116_1000.jpg","Familiar checked trouser."
"D.A.T.E. logo lace-up sneakers","SHOE-00027","190.0","25","d.a.t.e.,girls shoes,kids,shoes","https://cdn-images.farfetch-contents.com/17/56/30/03/17563003_36620708_1000.jpg","D.A.T.E. logo lace-up sneakers."
"Marni two-tone touch-strap flat sandals","SHOE-00028","1457.0","25","marni,shoes,women","https://cdn-images.farfetch-contents.com/16/27/33/08/16273308_31193364_1000.jpg","A Marni silhouette for the modern woman. Featuring a two-tone design, these touch-strap flat sandals stay true to the house's creative and distinctive approach to fashion. Idiosyncratic."
"Max Mara pilot-frame sunglasses","ACC-00022","374.0","25","accessories,max mara,women","https://cdn-images.farfetch-contents.com/16/75/59/88/16755988_33575005_1000.jpg","Max Mara pilot-frame sunglasses."
"ERES Craft one-piece swimsuit","APP-00067","1015.0","25","clothing,eres,women","https://cdn-images.farfetch-contents.com/16/36/15/34/16361534_31530769_1000.jpg","ERES Craft one-piece swimsuit."
"Dsquared2 Kids distressed denim shorts","APP-00068","238.0","25","boys clothing,clothing,dsquared2 kids,kids","https://cdn-images.farfetch-contents.com/16/24/53/29/16245329_31256399_1000.jpg","There's no summer without a cool pair of denim shorts and even he knows that. Add these distressed denim shorts from Dsquared2 Kids to his summer staples. Warm-weather ready."
"MM6 Maison Margiela oversized logo tote bag","ACC-00023","459.0","25","accessories,bags,mm6 maison margiela,women","https://cdn-images.farfetch-contents.com/16/81/53/84/16815384_33350652_1000.jpg","When it comes to MM6 Maison Margiela, distressed effects are their go-to staple. Take this tote bag for example, it comes finished with a bold paint splatter design to shake up the traditional patterning."
"UNRAVEL PROJECT lace-up sweatshirt","APP-00069","479.0","25","clothing,unravel project,women","https://cdn-images.farfetch-contents.com/15/37/13/52/15371352_28804077_1000.jpg","Your casual wardrobe is about to be elevated to a whole new level of cool. This black cotton lace-up sweatshirt from UNRAVEL PROJECT offers both comfort and unrivalled style. Don't worry, it won't unravel itself."
"printed AMIR SLAMA + CHOCOLIX swimming T-shirt","APP-00070","111.0","25","amir slama,boys clothing,clothing,kids","https://cdn-images.farfetch-contents.com/16/74/07/48/16740748_33160825_1000.jpg","Amir Slama printed AMIR SLAMA + CHOCOLIX swimming T-shirt."
"Karl Lagerfeld checked pyjama set","PROD-00005","67.0","25","karl lagerfeld,men,underwear & socks","https://cdn-images.farfetch-contents.com/17/15/51/96/17155196_34897470_1000.jpg","Karl Lagerfeld checked pyjama set."
"Calvin Klein Kids slim-fit jeans","APP-00071","162.0","25","calvin klein kids,clothing,girls clothing,kids","https://cdn-images.farfetch-contents.com/16/39/70/07/16397007_31636888_1000.jpg","Calvin Klein Kids slim-fit jeans."
"Thom Browne RWB stripe piqué polo dress","APP-00072","1217.0","25","clothing,thom browne,women","https://cdn-images.farfetch-contents.com/12/80/97/84/12809784_12987449_1000.jpg","Occasionally inspired by the sportive lifestyle, Browne incorporates it in his impeccable craftsmanship. Made in Italy from pink cotton, this polo dress from Thom Browne featuring a classic polo collar, a front button placket, short sleeves and a signature blue, white and red stripe to the back."
"Paul Smith Junior logo patch jeans","APP-00073","141.0","25","baby boy clothing,clothing,kids,paul smith junior","https://cdn-images.farfetch-contents.com/17/40/70/29/17407029_35992625_1000.jpg","Paul Smith Junior logo patch jeans."
"Valentino cropped denim jeans","APP-00074","707.0","25","clothing,men,valentino","https://cdn-images.farfetch-contents.com/16/44/25/88/16442588_31852353_1000.jpg","You'll turn to Valentino's jeans more often than not, just you wait. Cropped at the ankles, it'll show off your shoes to full effect. Sandals or sneakers?"
"Salvatore Ferragamo engraved-detail beaded bracelet","ACC-00024","340.0","25","accessories,jewelry,men,salvatore ferragamo","https://cdn-images.farfetch-contents.com/17/63/07/82/17630782_36807442_1000.jpg","Salvatore Ferragamo engraved-detail beaded bracelet."
"Camper Camaleon 1975 high-top sneakers","SHOE-00029","263.0","25","camper,shoes,women","https://cdn-images.farfetch-contents.com/16/75/55/87/16755587_33237730_1000.jpg","Camper Camaleon 1975 high-top sneakers."
"Camper Brutus lace-up boots","SHOE-00030","328.0","25","camper,shoes,women","https://cdn-images.farfetch-contents.com/16/05/79/16/16057916_30081445_1000.jpg","Camper Brutus lace-up boots."
"Jacquemus hoops pendant earrings","ACC-00025","506.0","25","accessories,jacquemus,jewelry,women","https://cdn-images.farfetch-contents.com/14/05/98/67/14059867_18366644_1000.jpg","Simon Porte started Jacquemus when he was just 19, putting a fresh, young spin on contemporary-wear. These pink and gold-tone hoops pendant earrings from Jacquemus feature crystal embellishments, a push back stopper , a mix of stone embellishments and mix of different loops and textures."
"Stella McCartney rib-knit cardigan","APP-00075","661.0","25","clothing,stella mccartney,women","https://cdn-images.farfetch-contents.com/16/49/05/21/16490521_32041907_1000.jpg","Stella McCartney fashions contemporary offerings for the modern woman without eschewing the ethical ambitions that the brand was built on. Crafted from cotton, this soft rib-knit cardigan showcase the brand's mastery of elegant knitwear."
"Save The Duck Kids sleeve logo-patch jacket","APP-00076","292.0","25","boys clothing,clothing,kids,save the duck kids","https://cdn-images.farfetch-contents.com/17/34/30/29/17343029_35776329_1000.jpg","Save The Duck Kids sleeve logo-patch jacket."
"Dolce &amp; Gabbana Kids logo knitted sneakers","SHOE-00031","275.0","25","boys shoes,dolce & gabbana kids,dolce &amp; gabbana kids,kids,shoes","https://cdn-images.farfetch-contents.com/14/42/13/61/14421361_22157106_1000.jpg","Dolce & Gabbana Kids' Sorrento sneakers are a small-sized iteration of the iconic pair. With knitted uppers and a practical slip-on style, these sneakers feature the same branding details as the original pair: a printed logo across the front, branded pull tab and branded heel counter."
"Lacoste crocodile-logo short-sleeve polo shirt","APP-00077","165.0","25","clothing,lacoste,men","https://cdn-images.farfetch-contents.com/16/85/94/28/16859428_37411829_1000.jpg","Making its appearance across the entire collection, Lacoste's crocodile is as iconic as the brand itself. Here, the green and most recognisable iteration of the motif adorns the classic silhouette of this short-sleeve polo shirt."
"Saiid Kobeisy floral-embroidered sleeveless dress","APP-00078","3597.0","25","clothing,saiid kobeisy,women","https://cdn-images.farfetch-contents.com/16/86/94/56/16869456_33652217_1000.jpg","Saiid Kobeisy floral-embroidered sleeveless dress."
"Nike x Daan Van Der Linden Blazer Court sneakers","SHOE-00032","343.0","25","men,nike,shoes","https://cdn-images.farfetch-contents.com/17/12/73/10/17127310_35784153_1000.jpg","The Nike SB Blazer Court DVDL takes inspiration from fishing vests. The sneaker is complete with a custom patch and a fishhook on the Swoosh and equipped with extra stitching and durable twill as well as printed double branding on the insole."
"Brunello Cucinelli Kids hooded ribbed-knit coat","APP-00079","1830.0","25","brunello cucinelli kids,clothing,girls clothing,kids","https://cdn-images.farfetch-contents.com/15/73/23/22/15732322_29232148_1000.jpg","Brunello Cucinelli Kids hooded ribbed-knit coat."
